Coord_centroid,Bbox,Face,Name_hdr,Species
"(616.9025163666121, 3081.728723404255)","[560, 4321, 676, 4441]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain25.hdr,4
"(610.3587265491757, 544.1438317225696)","[561, 1780, 662, 1907]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain26.hdr,4
"(636.5824520627542, 6022.347704822778)","[581, 7258, 692, 7385]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain27.hdr,4
"(631.6965859030837, 6402.747907488987)","[589, 7633, 677, 7772]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain28.hdr,4
"(660.9407423971378, 4790.613819320215)","[614, 6028, 707, 6154]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain29.hdr,4
"(952.6800663075011, 4641.8270479347975)","[881, 5907, 1024, 5980]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain30.hdr,4
"(965.0515833856643, 2547.122723602763)","[886, 3800, 1043, 3895]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain31.hdr,4
"(957.6946128731344, 6497.896805037313)","[886, 7759, 1032, 7836]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain32.hdr,4
"(939.9124264451367, 3470.3336794738666)","[898, 4696, 979, 4845]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain33.hdr,4
"(974.7867030201343, 3859.744546979866)","[933, 5088, 1020, 5233]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain34.hdr,4
"(981.984207329419, 949.4421947762705)","[954, 2192, 1011, 2308]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain35.hdr,4
"(1015.8934153641503, 2239.0670103092784)","[958, 3500, 1076, 3580]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain36.hdr,4
"(1000.364641454846, 5491.640421574705)","[958, 6720, 1043, 6866]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain37.hdr,4
"(1041.551097972973, 1834.8517736486488)","[973, 3088, 1113, 3184]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain38.hdr,4
"(1030.4731536502547, 5079.110568760611)","[979, 6315, 1085, 6444]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain39.hdr,4
"(1024.4699223803364, 3021.884432945235)","[984, 4247, 1067, 4397]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain40.hdr,4
"(1032.3696110943624, 5942.3714199577935)","[985, 7173, 1081, 7310]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain41.hdr,4
"(1040.216674407803, 1395.0090571295866)","[991, 2636, 1095, 2756]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain42.hdr,4
"(1039.0513682745825, 606.9051484230056)","[996, 1839, 1084, 1977]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain43.hdr,4
"(1070.3917132689376, 4248.354473817997)","[1011, 5496, 1128, 5603]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain44.hdr,4
"(1368.8100211218025, 3909.496479699601)","[1300, 5162, 1440, 5258]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain45.hdr,4
"(1360.2251691770355, 2298.4657280069855)","[1312, 3534, 1410, 3664]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain46.hdr,4
"(1368.8688676855527, 6407.472430971882)","[1314, 7632, 1423, 7781]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain47.hdr,4
"(1405.0965758607642, 5003.176787741203)","[1325, 6258, 1491, 6346]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain48.hdr,4
"(1400.1320280026252, 1413.5971341063225)","[1332, 2663, 1469, 2765]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain49.hdr,4
"(1401.936833317874, 4645.99267229385)","[1338, 5880, 1466, 6011]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain50.hdr,4
"(1428.0412192902638, 574.9019108280255)","[1352, 1827, 1505, 1923]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain51.hdr,4
"(1386.963759458383, 6150.899243329351)","[1352, 7384, 1426, 7520]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain52.hdr,4
"(1416.438149328162, 1825.6453802465714)","[1372, 3061, 1466, 3191]",2,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain53.hdr,4
"(1456.4394093216429, 5459.778311029072)","[1380, 6714, 1538, 6804]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain54.hdr,4
"(1464.2411954115516, 3124.990641980278)","[1386, 4382, 1545, 4464]",2,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain55.hdr,4
"(1438.9910830391975, 4259.794909901542)","[1388, 5490, 1493, 5632]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain56.hdr,4
"(1469.3630600169063, 1049.6219357565512)","[1396, 2307, 1542, 2393]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain57.hdr,4
"(1457.290519443656, 3556.1727221118367)","[1417, 4794, 1494, 4917]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain58.hdr,4
"(1486.593059490085, 2651.015722379603)","[1438, 3886, 1538, 4016]",2,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain59.hdr,4
"(1799.3679593721145, 6480.747807017544)","[1725, 7740, 1876, 7819]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain60.hdr,4
"(1833.469354684968, 2209.8833285673436)","[1751, 3467, 1911, 3555]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain61.hdr,4
"(1849.8640754631208, 4687.746448460052)","[1797, 5920, 1902, 6050]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain62.hdr,4
"(1872.891111707841, 441.8075993555317)","[1804, 1703, 1938, 1781]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain63.hdr,4
"(1894.05655708731, 1737.2017202780723)","[1819, 3000, 1968, 3075]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain64.hdr,4
"(1884.7626418988648, 919.7331564204629)","[1820, 2177, 1948, 2260]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain65.hdr,4
"(1872.2952329941081, 1348.0226031065881)","[1822, 2577, 1922, 2715]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain66.hdr,4
"(1898.4736125654451, 6068.367748691099)","[1825, 7328, 1973, 7411]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain67.hdr,4
"(1909.2643101761253, 3520.502813111546)","[1848, 4765, 1972, 4875]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain68.hdr,4
"(1924.9749289981391, 5362.884144549995)","[1848, 6614, 2000, 6711]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain69.hdr,4
"(1933.0038321517532, 3004.42671009772)","[1861, 4250, 2006, 4356]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain70.hdr,4
"(1935.676910384655, 3869.1876869134785)","[1889, 5102, 1982, 5239]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain71.hdr,4
"(1964.849681108423, 4995.939740488234)","[1889, 6259, 2039, 6340]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain72.hdr,4
"(1961.2424703707732, 4334.592258345113)","[1899, 5578, 2025, 5688]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain73.hdr,4
"(1961.7876412266544, 2627.0715932672356)","[1917, 3859, 2005, 3992]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain74.hdr,4
