Coord_centroid,Bbox,Face,Name_hdr,Species
"(1849.6158954817638, 4711.515514425694)","[1781, 5962, 1920, 6063]",1,var8_2020_x74y17_8000_us_2x_2022-04-27T083229_corr_grain62.hdr,8
"(865.7557233891905, 3101.692471088034)","[825, 4333, 906, 4472]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain35.hdr,2
"(130.631425800194, 4787.753745015627)","[77, 6017, 182, 6157]",1,var1_2020_x75y20_8000_us_2x_2022-04-26T130045_corr_grain8.hdr,1
"(2007.3915509957756, 5355.04803862402)","[1964, 6590, 2048, 6720]",1,var2_2020_x73y16_8000_us_2x_2022-04-26T110106_corr_grain73.hdr,2
"(1475.5658602150538, 4933.131496415771)","[1420, 6177, 1535, 6289]",1,var2_2020_x73y16_8000_us_2x_2022-04-26T110106_corr_grain55.hdr,2
"(827.9878048780488, 4722.480792682927)","[771, 5974, 880, 6073]",2,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain33.hdr,2
"(1861.2613816534542, 2508.018006795017)","[1802, 3750, 1917, 3867]",1,var2_2020_x73y16_8000_us_2x_2022-04-26T110106_corr_grain68.hdr,2
"(1807.2166954519287, 2216.0428324697755)","[1764, 3448, 1850, 3582]",0,var6_2020_x80y20_8000_us_2x_2022-04-27T080312_corr_grain69.hdr,6
"(1836.3583267561169, 3012.6185872138913)","[1786, 4245, 1888, 4380]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain69.hdr,4
"(1678.0619208546823, 5447.875722228278)","[1602, 6710, 1758, 6786]",0,var3_2020_x77y15_8000_us_2x_2022-04-27T084904_corr_grain63.hdr,3
"(1039.0513682745825, 606.9051484230056)","[996, 1839, 1084, 1977]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain43.hdr,4
"(71.2561669829222, 5577.46679316888)","[4, 6836, 141, 6919]",0,var5_x72y18_8000_us_2x_2022-04-26T090114_corr_grain1.hdr,5
"(632.8221242190372, 3015.227979909347)","[592, 4254, 676, 4379]",1,var2_2020_x73y16_8000_us_2x_2022-04-26T110106_corr_grain26.hdr,2
"(96.03416856492028, 6481.977756934209)","[58, 7703, 131, 7858]",0,var5_x72y18_8000_us_2x_2022-04-26T090114_corr_grain3.hdr,5
"(1890.8403916479888, 342.2229562345169)","[1825, 1593, 1955, 1691]",1,var2_2020_x73y16_8000_us_2x_2022-04-26T110106_corr_grain69.hdr,2
"(32.098496530454895, 6458.435620663068)","[0, 7704, 75, 7803]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain3.hdr,4
"(1680.55042994436, 4625.449772382398)","[1617, 5865, 1743, 5985]",1,var7_x82y19_8000_us_2x_2022-04-26T084832_corr_grain60.hdr,7
"(228.3544520547945, 982.7940535491905)","[172, 2232, 285, 2333]",0,var1_2020_x75y20_8000_us_2x_2022-04-26T122543_corr_grain14.hdr,1
"(650.4349604581402, 2686.693618761931)","[613, 3921, 685, 4055]",1,var3_2020_x77y15_8000_us_2x_2022-04-27T085658_corr_grain28.hdr,3
"(177.8002041047738, 4355.477605170654)","[142, 5579, 216, 5733]",1,var3_2020_x77y15_8000_us_2x_2022-04-27T085658_corr_grain7.hdr,3
"(1362.868984288012, 6313.247432883831)","[1315, 7554, 1411, 7673]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T110106_corr_grain45.hdr,2
"(1754.3645103857566, 937.5169139465876)","[1696, 2186, 1817, 2290]",1,var7_x82y19_8000_us_2x_2022-04-26T084832_corr_grain64.hdr,7
"(427.1763021543496, 4256.779247341151)","[391, 5492, 464, 5624]",0,var3_2020_x77y15_8000_us_2x_2022-04-27T084904_corr_grain23.hdr,3
"(97.10289172831203, 1729.1279421654338)","[37, 2991, 156, 3069]",1,var1_2020_x75y20_8000_us_2x_2022-04-26T130045_corr_grain2.hdr,1
"(633.3737338456165, 659.3339154732798)","[593, 1890, 676, 2031]",1,var7_x82y19_8000_us_2x_2022-04-26T084832_corr_grain29.hdr,7
"(1917.0414456233423, 1028.4540782493368)","[1870, 2285, 1969, 2375]",1,var8_2020_x74y17_8000_us_2x_2022-04-27T083229_corr_grain70.hdr,8
"(964.4995531724754, 5975.575613146659)","[901, 7216, 1027, 7337]",0,var8_2020_x74y17_8000_us_2x_2022-04-27T082434_corr_grain31.hdr,8
"(1823.2529505582138, 3983.6177565124935)","[1775, 5219, 1872, 5352]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain67.hdr,4
"(1093.7172552762754, 450.42167780252413)","[1049, 1680, 1138, 1822]",1,var2_2020_x73y16_8000_us_2x_2022-04-26T110106_corr_grain43.hdr,2
"(708.6239710651035, 5977.970940384135)","[671, 7209, 746, 7346]",0,var3_2020_x77y15_8000_us_2x_2022-04-27T084904_corr_grain27.hdr,3
"(885.5418148294482, 1781.402871065455)","[823, 3034, 951, 3128]",0,var3_2020_x77y15_8000_us_2x_2022-04-27T084904_corr_grain38.hdr,3
"(1314.2421765995614, 5970.413294797688)","[1237, 7224, 1388, 7318]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain47.hdr,4
"(23.49442655437206, 5309.213029477334)","[0, 6558, 56, 6651]",2,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain1.hdr,2
"(574.839321692411, 6389.0985560779045)","[525, 7646, 625, 7736]",1,var2_2020_x73y16_8000_us_2x_2022-04-26T110106_corr_grain20.hdr,2
"(1454.6204379562043, 5528.782656062752)","[1396, 6767, 1511, 6889]",1,var3_2020_x77y15_8000_us_2x_2022-04-27T085658_corr_grain53.hdr,3
"(1773.812938067333, 962.3673445938182)","[1714, 2207, 1835, 2316]",0,var7_x82y19_8000_us_2x_2022-04-26T083429_corr_grain66.hdr,7
"(1047.4170208007158, 2981.241556698725)","[975, 4234, 1119, 4331]",0,var1_2020_x75y20_8000_us_2x_2022-04-26T122543_corr_grain38.hdr,1
"(467.272565742715, 1034.1190476190477)","[402, 2273, 533, 2401]",1,var1_2020_x75y20_8000_us_2x_2022-04-26T130045_corr_grain17.hdr,1
"(501.1671535215839, 2231.6554149085796)","[440, 3478, 564, 3590]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain25.hdr,4
"(1863.8969410798604, 1356.7955245329501)","[1815, 2582, 1916, 2730]",1,var5_x72y18_8000_us_2x_2022-04-26T091027_corr_grain62.hdr,5
"(602.059687200766, 3418.8544526013407)","[546, 4678, 661, 4758]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain23.hdr,4
"(871.6228290813272, 4664.750269493353)","[796, 5926, 949, 6002]",1,var7_x82y19_8000_us_2x_2022-04-26T084832_corr_grain30.hdr,7
"(1147.1370539572786, 6564.779355475985)","[1086, 7816, 1209, 7913]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain43.hdr,2
"(1961.7876412266544, 2627.0715932672356)","[1917, 3859, 2005, 3992]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain74.hdr,4
"(1867.2287056683845, 5077.140951803577)","[1808, 6326, 1927, 6429]",2,var6_2020_x80y20_8000_us_2x_2022-04-27T080312_corr_grain72.hdr,6
"(1906.7517528483786, 2204.664986853637)","[1864, 3434, 1947, 3579]",1,var3_2020_x77y15_8000_us_2x_2022-04-27T085658_corr_grain71.hdr,3
"(507.7431807111544, 1748.5959571358987)","[468, 2976, 548, 3123]",1,var6_2020_x80y20_8000_us_2x_2022-04-27T081116_corr_grain23.hdr,6
"(491.060936497755, 4762.663630532393)","[436, 6009, 545, 6118]",0,var6_2020_x80y20_8000_us_2x_2022-04-27T080312_corr_grain17.hdr,6
"(52.09514531579802, 2036.674297775613)","[0, 3301, 111, 3376]",0,var8_2020_x74y17_8000_us_2x_2022-04-27T083229_corr_grain0.hdr,8
"(1024.1893049193388, 519.0083648675562)","[967, 1754, 1083, 1885]",0,var8_2020_x74y17_8000_us_2x_2022-04-27T082434_corr_grain41.hdr,8
"(565.3848132408857, 5169.100313129054)","[518, 6400, 612, 6540]",1,var1_2020_x75y20_8000_us_2x_2022-04-26T130045_corr_grain25.hdr,1
"(1863.705708893607, 1048.6618306204293)","[1795, 2303, 1934, 2395]",0,var5_x72y18_8000_us_2x_2022-04-26T090114_corr_grain67.hdr,5
"(470.9815587562256, 4305.760398438551)","[424, 5549, 521, 5668]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain23.hdr,2
"(1394.5539866327779, 2232.9304339640403)","[1350, 3455, 1441, 3613]",1,var1_2020_x75y20_8000_us_2x_2022-04-26T130045_corr_grain53.hdr,1
"(509.08693609022555, 2874.2065319548874)","[436, 4134, 581, 4212]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain23.hdr,4
"(1817.393041089619, 583.4084926176033)","[1763, 1823, 1875, 1944]",0,var3_2020_x77y15_8000_us_2x_2022-04-27T084904_corr_grain70.hdr,3
"(1292.0617518075146, 6059.261111769586)","[1223, 7319, 1367, 7397]",0,var6_2020_x80y20_8000_us_2x_2022-04-27T080312_corr_grain45.hdr,6
"(1039.4922170335778, 1727.0891705581498)","[985, 2964, 1097, 3093]",0,var1_2020_x75y20_8000_us_2x_2022-04-26T122543_corr_grain39.hdr,1
"(386.29885583524026, 3979.3221967963386)","[320, 5247, 467, 5315]",0,var3_2020_x77y15_8000_us_2x_2022-04-27T084904_corr_grain17.hdr,3
"(1416.438149328162, 1825.6453802465714)","[1372, 3061, 1466, 3191]",2,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain53.hdr,4
"(1059.038860592341, 1734.739483116393)","[1024, 2983, 1092, 3091]",0,var8_2020_x74y17_8000_us_2x_2022-04-27T083229_corr_grain41.hdr,8
"(1438.5629160755211, 2199.042562479537)","[1356, 3461, 1515, 3541]",0,var8_2020_x74y17_8000_us_2x_2022-04-27T082434_corr_grain53.hdr,8
"(156.93643810679612, 1893.264411407767)","[114, 3128, 202, 3254]",0,var6_2020_x80y20_8000_us_2x_2022-04-27T080312_corr_grain14.hdr,6
"(1448.1347562251517, 1412.4470600544046)","[1400, 2643, 1494, 2781]",2,var7_x82y19_8000_us_2x_2022-04-26T084832_corr_grain58.hdr,7
"(171.27102702702703, 6489.50172972973)","[101, 7747, 241, 7832]",0,var1_2020_x75y20_8000_us_2x_2022-04-26T122543_corr_grain1.hdr,1
"(533.5587112707678, 1388.7251908396947)","[475, 2634, 592, 2743]",1,var5_x72y18_8000_us_2x_2022-04-26T091027_corr_grain14.hdr,5
"(1651.2728046833422, 3969.4121341138903)","[1582, 5222, 1721, 5317]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain62.hdr,2
"(1255.7080498866212, 4316.598526077098)","[1195, 5560, 1314, 5673]",0,var3_2020_x77y15_8000_us_2x_2022-04-27T084904_corr_grain48.hdr,3
"(1369.9209180774913, 3579.71298716055)","[1329, 4806, 1408, 4966]",0,var1_2020_x75y20_8000_us_2x_2022-04-26T130045_corr_grain51.hdr,1
"(489.59612692487167, 6527.331194587027)","[420, 7789, 562, 7869]",0,var1_2020_x75y20_8000_us_2x_2022-04-26T122543_corr_grain15.hdr,1
"(494.375029280862, 2616.1526118528927)","[437, 3859, 549, 3974]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain24.hdr,4
"(12.093038386467144, 3827.490566037736)","[0, 5099, 34, 5172]",2,var8_2020_x74y17_8000_us_2x_2022-04-27T083229_corr_grain1.hdr,8
"(495.94327660994327, 6365.844344344345)","[460, 7610, 533, 7723]",1,var7_x82y19_8000_us_2x_2022-04-26T083429_corr_grain23.hdr,7
"(1442.7011538960196, 5874.215869311552)","[1383, 7127, 1506, 7220]",1,var8_2020_x74y17_8000_us_2x_2022-04-27T083229_corr_grain51.hdr,8
"(587.6108560936424, 2994.395455588708)","[520, 4240, 654, 4350]",0,var1_2020_x75y20_8000_us_2x_2022-04-26T122543_corr_grain21.hdr,1
"(518.0032102728732, 1793.0652269079235)","[474, 3036, 566, 3152]",0,var5_x72y18_8000_us_2x_2022-04-26T090114_corr_grain20.hdr,5
"(943.7692726777445, 2634.859302642332)","[873, 3900, 1016, 3969]",0,var3_2020_x77y15_8000_us_2x_2022-04-27T084904_corr_grain41.hdr,3
"(1263.6494050242397, 4671.767739092111)","[1202, 5918, 1328, 6027]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain48.hdr,2
"(38.58398571624777, 3464.835874193105)","[7, 4693, 71, 4837]",0,var8_2020_x74y17_8000_us_2x_2022-04-27T082434_corr_grain1.hdr,8
"(1660.0433968498733, 3898.495429012006)","[1616, 5130, 1705, 5267]",1,var6_2020_x80y20_8000_us_2x_2022-04-27T081116_corr_grain60.hdr,6
"(1799.791321060085, 1826.5625126441432)","[1749, 3059, 1851, 3195]",1,var8_2020_x74y17_8000_us_2x_2022-04-27T083229_corr_grain61.hdr,8
"(87.44647939611434, 3836.164088602896)","[48, 5066, 127, 5207]",0,var3_2020_x77y15_8000_us_2x_2022-04-27T084904_corr_grain10.hdr,3
"(141.45255856563276, 959.4818741002487)","[94, 2195, 188, 2322]",1,var5_x72y18_8000_us_2x_2022-04-26T091027_corr_grain1.hdr,5
"(1455.219508830022, 1475.3185706401766)","[1389, 2738, 1525, 2816]",0,var5_x72y18_8000_us_2x_2022-04-26T090114_corr_grain57.hdr,5
"(190.47728181212526, 3051.0648900732845)","[133, 4303, 256, 4403]",0,var5_x72y18_8000_us_2x_2022-04-26T090114_corr_grain10.hdr,5
"(431.63947402017106, 1161.219200817056)","[384, 2402, 482, 2522]",0,var8_2020_x74y17_8000_us_2x_2022-04-27T083229_corr_grain15.hdr,8
"(471.01504860833666, 6499.937941137302)","[437, 7728, 505, 7870]",0,var5_x72y18_8000_us_2x_2022-04-26T090114_corr_grain17.hdr,5
"(1389.245917026469, 4290.203773230712)","[1314, 5538, 1463, 5643]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain56.hdr,4
"(1771.824867220482, 5540.349993190794)","[1733, 6769, 1809, 6907]",0,var6_2020_x80y20_8000_us_2x_2022-04-27T080312_corr_grain64.hdr,6
"(995.9677617063005, 5546.217700416769)","[957, 6776, 1038, 6914]",1,var8_2020_x74y17_8000_us_2x_2022-04-27T083229_corr_grain35.hdr,8
"(1475.7761259773154, 1031.2751899570533)","[1412, 2275, 1540, 2385]",1,var3_2020_x77y15_8000_us_2x_2022-04-27T085658_corr_grain56.hdr,3
"(545.1896918767507, 1382.582969187675)","[480, 2636, 615, 2726]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain18.hdr,4
"(158.35584227661883, 3047.6910647534064)","[111, 4282, 210, 4412]",0,var1_2020_x75y20_8000_us_2x_2022-04-26T122543_corr_grain5.hdr,1
"(856.398849797023, 3639.3682341001354)","[813, 4881, 898, 4999]",0,var5_x72y18_8000_us_2x_2022-04-26T090114_corr_grain30.hdr,5
"(523.5299875052061, 5601.785714285715)","[457, 6853, 594, 6953]",1,var7_x82y19_8000_us_2x_2022-04-26T084832_corr_grain21.hdr,7
"(1432.490684056428, 3024.708011711472)","[1363, 4289, 1502, 4364]",0,var6_2020_x80y20_8000_us_2x_2022-04-27T080312_corr_grain56.hdr,6
"(542.5455053042992, 3119.3334729201565)","[491, 4359, 594, 4480]",0,var5_x72y18_8000_us_2x_2022-04-26T090114_corr_grain23.hdr,5
"(593.6818648124929, 1831.1766784452298)","[550, 3056, 640, 3202]",0,var1_2020_x75y20_8000_us_2x_2022-04-26T122543_corr_grain23.hdr,1
"(1371.542111208736, 3925.8000502071045)","[1324, 5161, 1422, 5290]",0,var8_2020_x74y17_8000_us_2x_2022-04-27T082434_corr_grain49.hdr,8
"(1648.3707278481013, 5113.891613924051)","[1594, 6358, 1702, 6469]",2,var6_2020_x80y20_8000_us_2x_2022-04-27T081116_corr_grain57.hdr,6
"(1509.5048880479344, 5309.394407652686)","[1464, 6535, 1557, 6684]",1,var2_2020_x73y16_8000_us_2x_2022-04-26T110106_corr_grain58.hdr,2
"(426.0823859836833, 526.8691988765547)","[369, 1774, 481, 1881]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain19.hdr,2
"(811.8062548663379, 6057.407215157021)","[745, 7319, 876, 7395]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain31.hdr,2
"(1961.2424703707732, 4334.592258345113)","[1899, 5578, 2025, 5688]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain73.hdr,4
"(200.12351515151516, 2085.4631515151514)","[142, 3334, 258, 3440]",1,var2_2020_x73y16_8000_us_2x_2022-04-26T110106_corr_grain13.hdr,2
"(106.06461159062886, 2648.256473489519)","[66, 3884, 147, 4014]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain3.hdr,4
"(1867.0796875, 5126.341819852942)","[1783, 6384, 1950, 6471]",1,var7_x82y19_8000_us_2x_2022-04-26T084832_corr_grain72.hdr,7
"(966.7015554586422, 3957.4198284634394)","[915, 5209, 1018, 5309]",0,var5_x72y18_8000_us_2x_2022-04-26T090114_corr_grain37.hdr,5
"(114.05958808238353, 3042.0972805438914)","[73, 4260, 156, 4423]",1,var7_x82y19_8000_us_2x_2022-04-26T084832_corr_grain11.hdr,7
"(538.6772025883524, 987.9599303135889)","[477, 2241, 605, 2332]",0,var8_2020_x74y17_8000_us_2x_2022-04-27T082434_corr_grain22.hdr,8
"(1445.772150424962, 2239.1997904296195)","[1395, 3475, 1495, 3604]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain57.hdr,4
"(767.9901386748844, 5291.392604006163)","[712, 6547, 827, 6637]",1,var6_2020_x80y20_8000_us_2x_2022-04-27T081116_corr_grain26.hdr,6
"(1383.041220678661, 3144.3715554543382)","[1342, 4375, 1425, 4512]",1,var8_2020_x74y17_8000_us_2x_2022-04-27T083229_corr_grain50.hdr,8
"(528.8704526748971, 6445.8014814814815)","[500, 7674, 560, 7815]",2,var3_2020_x77y15_8000_us_2x_2022-04-27T085658_corr_grain21.hdr,3
"(75.54376478540047, 3946.348597499155)","[46, 5177, 107, 5312]",0,var8_2020_x74y17_8000_us_2x_2022-04-27T082434_corr_grain6.hdr,8
"(610.3587265491757, 544.1438317225696)","[561, 1780, 662, 1907]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain26.hdr,4
"(1869.666235598401, 3543.1357865036443)","[1791, 4802, 1943, 4886]",0,var5_x72y18_8000_us_2x_2022-04-26T090114_corr_grain65.hdr,5
"(1484.3212326368623, 4159.149527255749)","[1415, 5415, 1553, 5505]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T110106_corr_grain53.hdr,2
"(1906.0870302713988, 1514.7987995824635)","[1838, 2774, 1972, 2858]",1,var3_2020_x77y15_8000_us_2x_2022-04-27T085658_corr_grain70.hdr,3
"(1483.8572700296736, 1466.086943620178)","[1422, 2725, 1551, 2808]",0,var1_2020_x75y20_8000_us_2x_2022-04-26T122543_corr_grain56.hdr,1
"(1761.8512471655329, 3570.1937641723357)","[1693, 4826, 1832, 4914]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain66.hdr,2
"(1848.5611730205278, 483.6341348973607)","[1785, 1731, 1911, 1842]",1,var3_2020_x77y15_8000_us_2x_2022-04-27T085658_corr_grain67.hdr,3
"(1000.666730474732, 5499.57838820827)","[939, 6732, 1065, 6868]",0,var1_2020_x75y20_8000_us_2x_2022-04-26T122543_corr_grain35.hdr,1
"(1882.6549256401654, 843.0854299452085)","[1821, 2089, 1950, 2199]",0,var6_2020_x80y20_8000_us_2x_2022-04-27T081116_corr_grain69.hdr,6
"(1416.0487550514927, 3089.7206361621693)","[1379, 4321, 1454, 4459]",2,var1_2020_x75y20_8000_us_2x_2022-04-26T122543_corr_grain53.hdr,1
"(300.31325153374235, 2863.7838036809817)","[261, 4097, 343, 4233]",1,var6_2020_x80y20_8000_us_2x_2022-04-27T081116_corr_grain10.hdr,6
"(988.6203327171904, 2643.0587800369685)","[928, 3890, 1050, 3994]",1,var5_x72y18_8000_us_2x_2022-04-26T091027_corr_grain32.hdr,5
"(1125.0472004327833, 2206.144441439005)","[1062, 3461, 1188, 3555]",1,var8_2020_x74y17_8000_us_2x_2022-04-27T083229_corr_grain43.hdr,8
"(474.5994033412888, 3484.0630071599044)","[437, 4709, 515, 4859]",0,var1_2020_x75y20_8000_us_2x_2022-04-26T122543_corr_grain16.hdr,1
"(673.1565170940171, 2154.0382834757834)","[646, 3387, 704, 3521]",0,var1_2020_x75y20_8000_us_2x_2022-04-26T122543_corr_grain29.hdr,1
"(96.19047005795235, 6018.438634900193)","[47, 7257, 146, 7378]",0,var7_x82y19_8000_us_2x_2022-04-26T083429_corr_grain0.hdr,7
"(939.9124264451367, 3470.3336794738666)","[898, 4696, 979, 4845]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain33.hdr,4
"(1732.4214086031202, 3076.609072053386)","[1676, 4313, 1794, 4446]",1,var7_x82y19_8000_us_2x_2022-04-26T084832_corr_grain63.hdr,7
"(537.1410985948206, 1861.6838926953897)","[490, 3089, 586, 3231]",1,var3_2020_x77y15_8000_us_2x_2022-04-27T085658_corr_grain20.hdr,3
"(1411.0778373339547, 3977.6807271032394)","[1335, 5241, 1488, 5315]",0,var5_x72y18_8000_us_2x_2022-04-26T090114_corr_grain51.hdr,5
"(18.59715762273902, 7064.659173126615)","[0, 8308, 48, 8418]",0,var1_2020_x75y20_8000_us_2x_2022-04-26T122543_corr_grain0.hdr,1
"(1409.071516646116, 2220.6960068291755)","[1369, 3441, 1452, 3604]",0,var1_2020_x75y20_8000_us_2x_2022-04-26T122543_corr_grain51.hdr,1
"(201.0637074017799, 6398.572281311049)","[164, 7620, 239, 7780]",1,var5_x72y18_8000_us_2x_2022-04-26T091027_corr_grain11.hdr,5
"(1018.735204599256, 1019.0397925825724)","[947, 2280, 1091, 2361]",1,var3_2020_x77y15_8000_us_2x_2022-04-27T085658_corr_grain37.hdr,3
"(1368.8688676855527, 6407.472430971882)","[1314, 7632, 1423, 7781]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain47.hdr,4
"(10.405594405594405, 5208.3677156177155)","[0, 6458, 26, 6548]",0,var3_2020_x77y15_8000_us_2x_2022-04-27T084904_corr_grain5.hdr,3
"(506.61783923415896, 6068.76781644127)","[446, 7335, 572, 7405]",0,var8_2020_x74y17_8000_us_2x_2022-04-27T082434_corr_grain18.hdr,8
"(194.70278637770897, 3520.7204516481515)","[166, 4756, 224, 4891]",2,var5_x72y18_8000_us_2x_2022-04-26T091027_corr_grain12.hdr,5
"(201.16815620749952, 569.2793860501263)","[146, 1799, 257, 1938]",1,var7_x82y19_8000_us_2x_2022-04-26T084832_corr_grain14.hdr,7
"(153.90823457915528, 2660.1154664235796)","[105, 3905, 201, 4017]",1,var8_2020_x74y17_8000_us_2x_2022-04-27T083229_corr_grain6.hdr,8
"(371.6973827699019, 5073.178980370774)","[340, 6305, 408, 6448]",1,var6_2020_x80y20_8000_us_2x_2022-04-27T081116_corr_grain18.hdr,6
"(1945.929462908428, 5035.562894404712)","[1882, 6290, 2009, 6382]",1,var5_x72y18_8000_us_2x_2022-04-26T091027_corr_grain70.hdr,5
"(1905.6021939022423, 3092.1072753669946)","[1849, 4348, 1963, 4442]",2,var5_x72y18_8000_us_2x_2022-04-26T090114_corr_grain71.hdr,5
"(1681.0570591799637, 6038.791355281761)","[1604, 7299, 1762, 7383]",1,var6_2020_x80y20_8000_us_2x_2022-04-27T081116_corr_grain59.hdr,6
"(492.62971967963387, 3891.6899313501144)","[461, 5122, 525, 5270]",0,var5_x72y18_8000_us_2x_2022-04-26T090114_corr_grain19.hdr,5
"(167.16948935078264, 5116.518347446754)","[110, 6364, 226, 6473]",0,var1_2020_x75y20_8000_us_2x_2022-04-26T122543_corr_grain4.hdr,1
"(1849.8640754631208, 4687.746448460052)","[1797, 5920, 1902, 6050]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain62.hdr,4
"(452.34463684463685, 4043.634199134199)","[394, 5294, 511, 5393]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain20.hdr,2
"(929.5930784607696, 5150.877311344328)","[896, 6376, 965, 6528]",0,var5_x72y18_8000_us_2x_2022-04-26T090114_corr_grain34.hdr,5
"(1361.3983644859813, 1468.7392735768904)","[1312, 2707, 1410, 2833]",1,var6_2020_x80y20_8000_us_2x_2022-04-27T081116_corr_grain52.hdr,6
"(64.32350142721218, 2682.5991572651897)","[0, 3944, 128, 4026]",0,var3_2020_x77y15_8000_us_2x_2022-04-27T084904_corr_grain1.hdr,3
"(1032.559201983237, 4737.184984063275)","[971, 5983, 1095, 6090]",1,var8_2020_x74y17_8000_us_2x_2022-04-27T083229_corr_grain36.hdr,8
"(305.843874391862, 6093.931446262715)","[270, 7331, 342, 7457]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain14.hdr,2
"(1812.6554694229112, 5031.743803234759)","[1737, 6281, 1888, 6383]",0,var7_x82y19_8000_us_2x_2022-04-26T083429_corr_grain68.hdr,7
"(580.2275356729657, 4705.503278056305)","[512, 5963, 648, 6047]",0,var1_2020_x75y20_8000_us_2x_2022-04-26T122543_corr_grain19.hdr,1
"(1012.1721967963387, 5192.258867276888)","[968, 6433, 1059, 6553]",0,var6_2020_x80y20_8000_us_2x_2022-04-27T080312_corr_grain43.hdr,6
"(1719.4770469517935, 3482.133430931716)","[1673, 4712, 1768, 4854]",0,var3_2020_x77y15_8000_us_2x_2022-04-27T084904_corr_grain67.hdr,3
"(433.4053281500114, 6420.033386691059)","[393, 7651, 475, 7790]",1,var6_2020_x80y20_8000_us_2x_2022-04-27T081116_corr_grain21.hdr,6
"(177.96993793638478, 5630.372769588828)","[134, 6885, 226, 6975]",0,var8_2020_x74y17_8000_us_2x_2022-04-27T083229_corr_grain10.hdr,8
"(448.73430529866175, 5483.542487215755)","[410, 6710, 490, 6859]",0,var7_x82y19_8000_us_2x_2022-04-26T083429_corr_grain17.hdr,7
"(1040.216674407803, 1395.0090571295866)","[991, 2636, 1095, 2756]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain42.hdr,4
"(1311.8038346447966, 933.7083010085338)","[1263, 2168, 1363, 2302]",0,var7_x82y19_8000_us_2x_2022-04-26T083429_corr_grain48.hdr,7
"(1894.7067612999626, 1599.803013323372)","[1838, 2845, 1946, 2961]",2,var2_2020_x73y16_8000_us_2x_2022-04-26T110106_corr_grain70.hdr,2
"(419.69555112881807, 3270.0561088977424)","[369, 4528, 473, 4614]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain16.hdr,4
"(1032.328282216026, 4787.273366468663)","[983, 6022, 1081, 6153]",1,var3_2020_x77y15_8000_us_2x_2022-04-27T085658_corr_grain41.hdr,3
"(1046.7077395091053, 2520.977137767221)","[993, 3748, 1100, 3892]",1,var1_2020_x75y20_8000_us_2x_2022-04-26T122543_corr_grain41.hdr,1
"(121.95027397260274, 1404.1156164383563)","[61, 2660, 182, 2748]",0,var6_2020_x80y20_8000_us_2x_2022-04-27T080312_corr_grain11.hdr,6
"(1995.331417624521, 5949.360536398467)","[1922, 7198, 2048, 7289]",2,var5_x72y18_8000_us_2x_2022-04-26T091027_corr_grain71.hdr,5
"(542.6671216515953, 836.8677700051186)","[482, 2105, 604, 2173]",0,var6_2020_x80y20_8000_us_2x_2022-04-27T080312_corr_grain27.hdr,6
